Society,Price_mean,Price_min,Price_max,Area_mean,Area_min,Area_max,Bedrooms_mean,Bedrooms_min,Bedrooms_max,Bathrooms_mean,Bathrooms_min,Bathrooms_max,Kitchens_mean,Kitchens_min,Kitchens_max,Store Rooms_mean,Store Rooms_min,Store Rooms_max,Servant Quarters_mean,Servant Quarters_min,Servant Quarters_max
New Lahore City,13845876.288659794,5500000.0,58000000.0,1247.29793814433,816.75,5445.0,3.154639175257732,3.0,6.0,3.7938144329896906,2.0,6.0,1.7938144329896908,1.0,2.0,0.6082474226804123,0.0,2.0,0.5773195876288659,0.0,2.0
New Samanabad,32900000.0,32900000.0,32900000.0,2178.0,2178.0,2178.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
New Super Town,25200000.0,21000000.0,27000000.0,1334.025,1089.0,1905.75,3.2,3.0,4.0,4.0,3.0,5.0,1.4,1.0,2.0,1.0,0.0,2.0,0.4,0.0,1.0
Nishat Colony,12500000.0,7500000.0,17500000.0,1497.375,544.5,2450.25,2.5,2.0,3.0,2.5,2.0,3.0,1.5,1.0,2.0,0.5,0.0,1.0,0.5,0.0,1.0
Nishtar Colony,8081000.0,3950000.0,17500000.0,728.4200000000001,272.25,1633.5,3.2888888888888888,2.0,7.0,3.1555555555555554,2.0,5.0,1.4666666666666666,1.0,3.0,0.6222222222222222,0.0,2.0,0.6,0.0,2.0
OLC,17160869.56521739,11500000.0,22500000.0,1444.108695652174,1361.25,2178.0,3.391304347826087,3.0,5.0,4.3478260869565215,3.0,6.0,1.6956521739130435,1.0,2.0,0.6086956521739131,0.0,2.0,0.782608695652174,0.0,2.0
OLC 2,23750000.0,23000000.0,24500000.0,1361.25,1361.25,1361.25,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0
OPF Housing Scheme,52491304.347826086,20800000.0,100000000.0,3361.695652173913,1361.25,5445.0,5.391304347826087,4.0,7.0,5.739130434782608,5.0,7.0,1.7391304347826086,1.0,2.0,0.9565217391304348,0.0,2.0,0.6521739130434783,0.0,2.0
"OVERSEAS LOW COST, BAHRIA ORCHARD PHASE 2",22000000.0,22000000.0,22000000.0,2178.0,2178.0,2178.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0
Old Officers Colony,107500000.0,65000000.0,150000000.0,8167.5,5445.0,10890.0,4.0,3.0,5.0,4.5,3.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.5,0.0,1.0
Omega Residencia,15000000.0,15000000.0,15000000.0,1361.25,1361.25,1361.25,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
P&D Housing,31333333.333333332,28000000.0,38000000.0,2813.25,2178.0,4083.75,5.0,5.0,5.0,5.333333333333333,5.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0
PAF Colony,38500000.0,28000000.0,49000000.0,2813.25,1633.5,3267.0,5.666666666666667,4.0,7.0,5.833333333333333,4.0,7.0,1.3333333333333333,1.0,2.0,0.3333333333333333,0.0,2.0,0.0,0.0,0.0
PAF Falcon Complex,146483333.33333334,80000000.0,190000000.0,5000.325,3811.5,5445.0,4.8,4.0,6.0,5.566666666666666,4.0,7.0,1.6,1.0,3.0,0.9,0.0,2.0,1.1666666666666667,0.0,2.0
PCSIR Phase 1,30616666.666666668,9000000.0,73000000.0,2695.275,816.75,5445.0,4.266666666666667,2.0,7.0,4.566666666666666,2.0,6.0,1.6,1.0,3.0,0.6666666666666666,0.0,2.0,0.7333333333333333,0.0,2.0
PCSIR Phase 2,67333333.33333333,26500000.0,170000000.0,4560.1875,1633.5,10890.0,5.458333333333333,4.0,8.0,5.875,4.0,7.0,1.75,1.0,3.0,0.8333333333333334,0.0,2.0,0.75,0.0,2.0
PGECHS Phase 1,75000000.0,40000000.0,110000000.0,6806.25,2722.5,10890.0,5.0,4.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0
PGECHS Phase 2,44908823.52941176,7500000.0,97500000.0,3907.5882352941176,544.5,10890.0,5.235294117647059,3.0,8.0,5.176470588235294,3.0,7.0,1.7941176470588236,1.0,3.0,0.6764705882352942,0.0,2.0,0.6176470588235294,0.0,2.0
PIA Housing Scheme,46840909.09090909,23000000.0,90000000.0,3341.25,544.5,6534.0,4.863636363636363,2.0,7.0,5.454545454545454,2.0,7.0,1.7272727272727273,1.0,3.0,0.9545454545454546,0.0,2.0,0.5909090909090909,0.0,2.0
Pak Arab Phase 1,18852380.95238095,4800000.0,53000000.0,1305.9357142857143,680.625,2722.5,3.7777777777777777,1.0,6.0,4.349206349206349,1.0,7.0,1.5873015873015872,1.0,3.0,0.5238095238095238,0.0,2.0,0.47619047619047616,0.0,2.0
Pak Arab Phase 2,15466666.666666666,9900000.0,24500000.0,1179.75,816.75,1361.25,3.6666666666666665,3.0,4.0,4.666666666666667,4.0,5.0,1.6666666666666667,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Palm City,19893333.333333332,12800000.0,32200000.000000004,1461.075,816.75,2994.75,3.6,3.0,6.0,4.266666666666667,3.0,6.0,1.8,1.0,2.0,0.5333333333333333,0.0,1.0,0.5333333333333333,0.0,2.0
Palm Villas,12928571.42857143,12000000.0,15000000.0,878.9785714285715,816.75,1089.0,3.4285714285714284,3.0,5.0,3.857142857142857,3.0,5.0,1.8571428571428572,1.0,2.0,0.5714285714285714,0.0,1.0,0.42857142857142855,0.0,1.0
Paragon City,34253418.8034188,15700000.0,170000000.0,2088.646153846154,1089.0,10890.0,3.786324786324786,3.0,7.0,4.572649572649572,2.0,7.0,1.5811965811965811,1.0,3.0,0.7136752136752137,0.0,2.0,0.4700854700854701,0.0,2.0
Park Avenue,11093333.333333334,7640000.000000001,18000000.0,1315.875,1225.125,1361.25,3.0,2.0,5.0,3.0,2.0,5.0,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,1.0
Park View City,21533259.259259257,9250000.0,180000000.0,1523.5513333333333,816.75,10890.0,4.114074074074074,1.0,7.0,4.463703703703704,1.0,7.0,1.842962962962963,1.0,3.0,0.5940740740740741,0.0,2.0,0.5274074074074074,0.0,2.0
Passco Housing,26500000.0,26500000.0,26500000.0,1361.25,1361.25,1361.25,4.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Peco Road,19166666.666666668,10500000.0,28000000.0,1542.75,544.5,2178.0,5.666666666666667,3.0,8.0,4.666666666666667,3.0,6.0,2.0,2.0,2.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,1.0
Peer Colony,7400000.0,4000000.0,13000000.0,680.625,544.5,816.75,2.0,1.0,3.0,2.25,1.0,4.0,1.75,1.0,2.0,1.0,0.0,2.0,1.25,1.0,2.0
Penta Square,41500000.0,38000000.0,45000000.0,1701.5625,1415.7,1987.425,2.5,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0
Pico Road,11721250.0,6470000.0,14800000.0,843.975,544.5,1361.25,3.125,2.0,6.0,3.125,1.0,6.0,1.75,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
Pine Avenue,8114285.714285715,7900000.0,9900000.0,1217.3464285714285,980.1,1361.25,2.2142857142857144,2.0,5.0,2.2142857142857144,2.0,5.0,1.0714285714285714,1.0,2.0,0.21428571428571427,0.0,1.0,0.0,0.0,0.0
Public Health,28000000.0,25000000.0,31000000.0,3811.5,2722.5,4900.5,4.0,3.0,5.0,5.0,4.0,6.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0
Punjab Coop,39766250.0,17500000.0,75000000.0,2739.515625,1361.25,5445.0,4.1125,2.0,6.0,5.0375,2.0,7.0,1.6125,1.0,3.0,0.8,0.0,2.0,0.7625,0.0,2.0
Punjab Small Industries,27583333.333333332,14000000.0,52500000.0,1996.5,1089.0,3811.5,4.0,2.0,5.0,4.5,3.0,6.0,1.8333333333333333,1.0,2.0,0.6666666666666666,0.0,1.0,0.5,0.0,1.0
Punjab University Employees Society,24769230.769230768,13000000.0,48000000.0,1675.3846153846155,816.75,2722.5,4.153846153846154,2.0,6.0,4.615384615384615,2.0,7.0,1.4230769230769231,1.0,2.0,0.34615384615384615,0.0,2.0,0.19230769230769232,0.0,1.0
Qadri Colony,15500000.0,15500000.0,15500000.0,1361.25,1361.25,1361.25,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
"ROYAL ENCLAVE, AL RAHEEM GARDENS PHASE 5",10400000.0,10000000.0,10800000.0,816.75,816.75,816.75,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Race Course Road,350000000.0,350000000.0,350000000.0,13612.5,13612.5,13612.5,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rail Town,41250000.0,22500000.0,59000000.0,2926.6875,2178.0,4083.75,5.25,5.0,6.0,5.75,5.0,6.0,1.75,1.0,2.0,0.75,0.0,2.0,1.0,0.0,2.0
Raiwind Road,14900000.0,8200000.0,24500000.0,1098.075,816.75,1361.25,3.0,2.0,4.0,3.3333333333333335,2.0,4.0,1.3333333333333333,1.0,2.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0
Raj Garh,17000000.0,17000000.0,17000000.0,1633.5,1633.5,1633.5,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Ravi Gardens,17000000.0,16500000.0,17500000.0,1089.0,1089.0,1089.0,3.0,3.0,3.0,3.5,3.0,4.0,2.0,2.0,2.0,0.5,0.0,1.0,0.5,0.0,1.0
Rehan Garden Phase 1,10250000.0,9000000.0,11500000.0,1089.0,816.75,1361.25,4.0,3.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rehan Garden Phase 2,9509090.909090908,6500000.0,12500000.0,990.0,816.75,1361.25,2.909090909090909,1.0,5.0,3.5454545454545454,2.0,5.0,1.6363636363636365,1.0,2.0,0.45454545454545453,0.0,1.0,0.7272727272727273,0.0,1.0
Rehman Gardens,20500000.0,17000000.0,24000000.0,1429.3125,1361.25,1497.375,3.0,3.0,3.0,3.5,3.0,4.0,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Rehmanpura,37600000.0,20200000.0,55000000.0,3130.875,1633.5,4628.25,4.5,4.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rehmat Colony,10500000.0,10500000.0,10500000.0,816.75,816.75,816.75,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Revenue Society,29227272.727272727,17000000.0,57500000.0,2182.9500000000003,1089.0,5445.0,4.909090909090909,3.0,7.0,5.363636363636363,3.0,7.0,1.9090909090909092,1.0,3.0,0.7272727272727273,0.0,2.0,0.7272727272727273,0.0,2.0
Rewaz Garden,85000000.0,85000000.0,85000000.0,5989.500000000001,5989.500000000001,5989.500000000001,5.0,5.0,5.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
Rizwan Garden,12957142.857142856,7200000.0,19500000.0,1205.6785714285713,816.75,1905.75,4.285714285714286,2.0,8.0,4.428571428571429,3.0,6.0,1.4285714285714286,1.0,2.0,0.7142857142857143,0.0,1.0,0.42857142857142855,0.0,1.0
Royal Garden,12333333.333333334,10000000.0,16000000.0,871.1999999999999,680.625,1116.225,4.666666666666667,4.0,5.0,4.666666666666667,4.0,5.0,1.6666666666666667,1.0,2.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0
Royal Residencia,17841666.666666668,12500000.0,29000000.0,1588.125,1089.0,3267.0,3.75,3.0,5.0,4.083333333333333,3.0,6.0,1.25,1.0,2.0,0.5833333333333334,0.0,2.0,0.3333333333333333,0.0,1.0
Rustam Park,19200000.0,13899999.999999998,24500000.0,1048.1625,735.075,1361.25,3.0,3.0,3.0,3.5,3.0,4.0,1.5,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0
SA Gardens Phase 1,16000000.0,16000000.0,16000000.0,1361.25,1361.25,1361.25,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
SA Gardens Phase 2,16850000.0,10500000.0,28500000.0,1361.25,816.75,2178.0,4.3,3.0,8.0,4.2,3.0,6.0,1.6,1.0,2.0,0.5,0.0,2.0,0.4,0.0,1.0
SJ Garden,11937500.0,5500000.0,16500000.0,1242.140625,816.75,1361.25,3.0,2.0,4.0,3.625,2.0,4.0,1.75,1.0,2.0,0.375,0.0,1.0,0.625,0.0,1.0
"SUI GAS SOCIETY PHASE 1, SUI GAS HOUSING SOCIETY",61250000.0,55000000.0,67500000.0,5445.0,5445.0,5445.0,4.0,3.0,5.0,5.0,4.0,6.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0
"SUI GAS SOCIETY PHASE 2, SUI GAS HOUSING SOCIETY",39500000.0,39500000.0,39500000.0,5445.0,5445.0,5445.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sabzazar,26860000.0,6500000.0,120000000.0,1699.0416666666667,462.825,5445.0,4.481481481481482,1.0,8.0,4.651851851851852,2.0,7.0,1.6074074074074074,1.0,3.0,0.7111111111111111,0.0,2.0,0.4962962962962963,0.0,2.0
Sadaat Town,16625000.0,15000000.0,17500000.0,1089.0,816.75,1225.125,3.0,3.0,3.0,3.5,3.0,4.0,1.5,1.0,2.0,1.0,0.0,2.0,0.75,0.0,1.0
Sadat Coop,13140000.0,5200000.0,15500000.0,1061.775,408.375,1361.25,3.0,2.0,4.0,4.0,3.0,5.0,1.6,1.0,2.0,0.6,0.0,2.0,0.2,0.0,1.0
Safari Garden,11000000.0,11000000.0,11000000.0,1361.25,1361.25,1361.25,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sahafi Colony,37375000.0,16500000.0,52000000.0,2450.25,1089.0,3267.0,5.0,5.0,5.0,5.25,5.0,6.0,1.25,1.0,2.0,0.25,0.0,1.0,0.5,0.0,1.0
Sajid Garden,12000000.0,8500000.0,15500000.0,748.6875,544.5,816.75,4.5,3.0,5.0,4.5,3.0,5.0,1.75,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Salamatpura,6000000.0,6000000.0,6000000.0,462.825,462.825,462.825,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Salli Town,9750000.0,8500000.0,11000000.0,667.0125,653.4,680.625,4.0,3.0,5.0,4.0,3.0,5.0,1.5,1.0,2.0,0.5,0.0,1.0,0.5,0.0,1.0
Samanabad,26907608.695652176,5500000.0,75000000.0,1357.1070652173914,272.25,2994.75,4.543478260869565,2.0,8.0,4.5978260869565215,2.0,7.0,1.7717391304347827,1.0,3.0,0.3804347826086957,0.0,2.0,0.43478260869565216,0.0,2.0
Samanzar Colony,10000000.0,7500000.0,12500000.0,680.625,544.5,816.75,2.5,2.0,3.0,2.5,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.0,1.0
Sami Town,9500000.0,9500000.0,9500000.0,680.625,680.625,680.625,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
Sanda,21250000.0,6500000.0,95000000.0,1565.4375,680.625,5989.500000000001,1.6666666666666667,1.0,5.0,1.8333333333333333,1.0,6.0,1.1666666666666667,1.0,2.0,1.1666666666666667,1.0,2.0,0.6666666666666666,0.0,1.0
Saroba Gardens,10000000.0,7500000.0,12500000.0,830.3625,816.75,843.975,2.5,2.0,3.0,3.0,2.0,4.0,1.5,1.0,2.0,1.0,1.0,1.0,0.5,0.0,1.0
Scheme Mor,7750000.0,6500000.0,9000000.0,503.6625,408.375,598.95,3.0,3.0,3.0,3.0,3.0,3.0,2.5,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0
Shadab Garden,14178333.333333334,8000000.0,23000000.0,998.25,544.5,1497.375,3.6666666666666665,2.0,6.0,4.083333333333333,2.0,7.0,1.6833333333333333,1.0,3.0,0.5833333333333334,0.0,2.0,0.6,0.0,2.0
Shadman,123044444.44444445,60000000.0,210000000.0,6019.75,2722.5,12523.499999999998,5.333333333333333,4.0,8.0,5.333333333333333,5.0,6.0,1.7777777777777777,1.0,2.0,0.8888888888888888,0.0,2.0,0.7777777777777778,0.0,2.0
Shah Farid,8500000.0,8500000.0,8500000.0,544.5,544.5,544.5,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
Shah Jamal,149500000.0,27000000.0,250000000.0,10572.375,1361.25,21780.0,6.166666666666667,5.0,9.0,5.833333333333333,5.0,6.0,1.3333333333333333,1.0,2.0,0.5,0.0,2.0,0.5,0.0,1.0
Shah Khawar Town,19500000.0,19500000.0,19500000.0,1225.125,1225.125,1225.125,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
Shahdara,15000000.0,15000000.0,15000000.0,1089.0,1089.0,1089.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaheen Colony,12500000.0,11500000.0,13500000.0,680.625,544.5,816.75,3.0,3.0,3.0,3.5,3.0,4.0,2.0,2.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0
Shahid Town,15333333.333333334,13000000.0,19500000.0,998.25,816.75,1361.25,4.666666666666667,4.0,5.0,5.0,4.0,6.0,2.0,1.0,3.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0
Shahzada New Abadi,3000000.0,3000000.0,3000000.0,680.625,680.625,680.625,2.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shalimar Housing,22000000.0,19000000.0,25000000.0,1633.5,1089.0,2178.0,5.0,5.0,5.0,5.5,5.0,6.0,2.5,2.0,3.0,1.5,1.0,2.0,1.0,1.0,1.0
Shalimar Link Road,25000000.0,25000000.0,25000000.0,1551.825,1551.825,1551.825,5.0,5.0,5.0,6.0,6.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Shalimar Town,9000000.0,9000000.0,9000000.0,1089.0,1089.0,1089.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Sham Nagar,16500000.0,16500000.0,16500000.0,1089.0,1089.0,1089.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shama Road,26500000.0,26500000.0,26500000.0,1225.125,1225.125,1225.125,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheraz Town,7916666.666666667,6000000.0,10500000.0,748.6875,544.5,1089.0,3.3333333333333335,3.0,4.0,3.8333333333333335,3.0,6.0,1.8333333333333333,1.0,2.0,0.8333333333333334,0.0,2.0,0.6666666666666666,0.0,2.0
Sheraz Villas,16900000.0,11000000.0,25000000.0,907.5,544.5,1361.25,4.333333333333333,3.0,6.0,4.666666666666667,3.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shershah Colony,9700000.0,7500000.0,12000000.0,777.8571428571429,544.5,816.75,3.0,1.0,4.0,3.5714285714285716,2.0,6.0,1.7142857142857142,1.0,3.0,0.7142857142857143,0.0,2.0,0.14285714285714285,0.0,1.0
Shoukat Town,13500000.0,13500000.0,13500000.0,816.75,816.75,816.75,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Siddiqia Society,8500000.0,8500000.0,8500000.0,544.5,544.5,544.5,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Skyland Waterpark,8400000.0,8400000.0,8400000.0,816.75,816.75,816.75,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0
Sodiwal,18150000.0,9800000.0,26500000.0,1306.8,1089.0,1524.6,4.5,3.0,6.0,3.5,3.0,4.0,1.5,1.0,2.0,1.0,1.0,1.0,0.5,0.0,1.0
Sofia Farm Houses,74500000.0,74500000.0,74500000.0,21780.0,21780.0,21780.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sozo Town,9500000.0,4000000.0,16000000.0,1179.75,816.75,1361.25,2.6666666666666665,1.0,5.0,2.6666666666666665,1.0,5.0,1.3333333333333333,1.0,2.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,1.0
Spanish Villas,17600000.0,17600000.0,17600000.0,1361.25,1361.25,1361.25,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Subhan Allah Garden,11750000.0,11000000.0,12500000.0,1089.0,816.75,1361.25,4.0,3.0,5.0,4.0,3.0,5.0,1.5,1.0,2.0,0.5,0.0,1.0,0.5,0.0,1.0
Sue-e-Asal,10650000.0,9800000.0,11500000.0,1660.725,1361.25,1960.2,7.0,7.0,7.0,4.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Sufiabad,5700000.0,5700000.0,5700000.0,544.5,544.5,544.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sui Gas Society Phase 1,61916666.666666664,34000000.0,75000000.0,5445.0,5445.0,5445.0,5.0,3.0,7.0,5.666666666666667,4.0,7.0,1.8333333333333333,1.0,3.0,1.3333333333333333,0.0,2.0,1.0,0.0,2.0
Sukh Chayn Gardens,37762500.0,9500000.0,67500000.0,2790.5625,544.5,5445.0,3.875,1.0,5.0,4.375,2.0,6.0,1.875,1.0,2.0,1.25,1.0,2.0,0.625,0.0,1.0
Sultan Town,18000000.0,18000000.0,18000000.0,1089.0,1089.0,1089.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunny Park,25250000.0,18500000.0,32000000.0,2314.125,1905.75,2722.5,4.5,4.0,5.0,5.0,4.0,6.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0
Super Town,18333333.333333332,15000000.0,25000000.0,952.875,816.75,1225.125,3.0,3.0,3.0,4.0,4.0,4.0,1.6666666666666667,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Supreme Villas,14000000.0,14000000.0,14000000.0,1089.0,1089.0,1089.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
T & T Aabpara Housing Society,20477777.777777776,11000000.0,24000000.0,1331.0,816.75,1633.5,3.7777777777777777,3.0,5.0,4.333333333333333,3.0,6.0,1.5555555555555556,1.0,3.0,0.5555555555555556,0.0,2.0,0.5555555555555556,0.0,1.0
TECH SOCIETY,155000000.0,155000000.0,155000000.0,8712.0,8712.0,8712.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
TIP Housing,34857142.85714286,23000000.0,62500000.0,3811.5,2450.25,5445.0,5.714285714285714,4.0,7.0,5.857142857142857,4.0,7.0,1.5714285714285714,1.0,2.0,1.0,0.0,2.0,0.5714285714285714,0.0,1.0
Taj Bagh,18875000.0,13000000.0,25000000.0,1327.21875,816.75,1905.75,4.125,3.0,5.0,4.5,3.0,6.0,1.625,1.0,2.0,0.25,0.0,1.0,0.625,0.0,2.0
Tajpura,8207608.695652174,4500000.0,45000000.0,671.1554347826087,272.25,1905.75,3.891304347826087,2.0,5.0,4.0,2.0,6.0,1.8478260869565217,1.0,2.0,0.6521739130434783,0.0,2.0,0.391304347826087,0.0,2.0
Tariq Gardens,44117073.17073171,22000000.0,102000000.0,2596.3353658536585,1361.25,6534.0,5.0,2.0,7.0,5.7317073170731705,3.0,7.0,1.829268292682927,1.0,3.0,0.8780487804878049,0.0,2.0,0.7073170731707317,0.0,2.0
Tech Society,325000000.0,80000000.0,570000000.0,7623.0,4356.0,10890.0,6.0,5.0,7.0,6.0,6.0,6.0,1.5,1.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0
Temple Road,29500000.0,29500000.0,29500000.0,1089.0,1089.0,1089.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
Thokar Niaz Baig,9833333.333333334,6500000.0,12000000.0,884.8125,544.5,1089.0,4.0,3.0,5.0,4.0,3.0,5.0,1.5,1.0,2.0,0.6666666666666666,0.0,1.0,0.5,0.0,2.0
Township,49934782.60869565,9000000.0,260000000.0,4696.904347826087,544.5,21780.0,4.934782608695652,2.0,9.0,4.8478260869565215,2.0,7.0,1.391304347826087,1.0,3.0,0.34782608695652173,0.0,2.0,0.391304347826087,0.0,2.0
Tricon Village,22166666.666666668,13000000.0,32500000.0,1860.375,816.75,3267.0,3.5,3.0,4.0,3.8333333333333335,3.0,5.0,1.6666666666666667,1.0,2.0,0.5,0.0,1.0,0.5,0.0,1.0
UET Housing,38286956.52173913,21000000.0,58000000.0,3136.7934782608695,1361.25,5445.0,5.3478260869565215,3.0,7.0,5.869565217391305,3.0,7.0,1.7826086956521738,1.0,3.0,0.6956521739130435,0.0,2.0,0.6521739130434783,0.0,2.0
UMT Road,20000000.0,20000000.0,20000000.0,1361.25,1361.25,1361.25,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ulfat Green City,11750000.0,8000000.0,15500000.0,1089.0,1089.0,1089.0,3.0,3.0,3.0,4.0,4.0,4.0,1.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Union Livings,19464705.88235294,7900000.0,27000000.0,1028.144117647059,816.75,1361.25,3.764705882352941,2.0,5.0,4.235294117647059,2.0,6.0,1.7058823529411764,1.0,3.0,0.4117647058823529,0.0,2.0,0.17647058823529413,0.0,1.0
Upper Mall,255000000.0,140000000.0,430000000.0,13612.5,8167.5,21780.0,5.0,5.0,5.0,6.666666666666667,6.0,7.0,2.0,2.0,2.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,2.0
"VALENCIA -  COMMERCIAL ZONE A1, VALENCIA HOUSING SOCIETY",70000000.0,70000000.0,70000000.0,4900.5,4900.5,4900.5,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
"VITAL HOMES AA, VITAL HOMES HOUSING SCHEME",15700000.0,10000000.0,23000000.0,1050.107142857143,816.75,1361.25,3.5714285714285716,3.0,5.0,4.142857142857143,3.0,6.0,1.7142857142857142,1.0,3.0,0.7142857142857143,0.0,2.0,0.7142857142857143,0.0,2.0
